HPSA Name,HPSA ID,Designation Type,HPSA Discipline Class,HPSA Score,PC MCTA Score,Primary State Abbreviation,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,Metropolitan Indicator,HPSA Geography Identification Number,HPSA Degree of Shortage,Withdrawn Date,HPSA FTE,HPSA Designation Population,% of Population Below 100% Poverty,HPSA Formal Ratio,HPSA Population Type,Rural Status,Longitude,Latitude,BHCMIS Organization Identification Number,Break in Designation,Common County Name,Common Postal Code,Common Region Name,Common State Abbreviation,Common State County FIPS Code,Common State FIPS Code,Common State Name,County Equivalent Name,County or County Equivalent Federal Information Processing Standard Code,Discipline Class Number,HPSA Address,HPSA City,HPSA Component Name,HPSA Component Source Identification Number,HPSA Component State Abbreviation,HPSA Component Type Code,HPSA Component Type Description,HPSA Designation Population Type Description,HPSA Estimated Served Population,HPSA Estimated Underserved Population,HPSA Metropolitan Indicator Code,HPSA Population Type Code,HPSA Postal Code,HPSA Provider Ratio Goal,HPSA Resident Civilian Population,HPSA Shortage,HPSA Status Code,HPSA Type Code,HPSA Withdrawn Date String,Primary State FIPS Code,Primary State Name,Provider Type,Rural Status Code,State Abbreviation,State and County Federal Information Processing Standard Code,State FIPS Code,State Name,U.S. - Mexico Border 100 Kilometer Indicator,U.S. - Mexico Border County Indicator,Data Warehouse Record Create Date,Data Warehouse Record Create Date Text,Unnamed: 65,county_fips
Medicaid Eligible - Southern Baltimore City,1243004570,HPSA Population,Primary Care,13,,MD,Withdrawn,03/20/1995,06/25/2019,Unknown,24510250207,Not applicable,06/25/2019,5.2600,24468.0,30.9,4652:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2502.07,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15780,8688,0,M,,3000:1,,2.9000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Southern Baltimore City,1243004570,HPSA Population,Primary Care,13,,MD,Withdrawn,03/20/1995,06/25/2019,Unknown,24510250303,Not applicable,06/25/2019,5.2600,24468.0,30.9,4652:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2503.03,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15780,8688,0,M,,3000:1,,2.9000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Southern Baltimore City,1243004570,HPSA Population,Primary Care,13,,MD,Withdrawn,03/20/1995,06/25/2019,Unknown,24510250600,Not applicable,06/25/2019,5.2600,24468.0,30.9,4652:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2506,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15780,8688,0,M,,3000:1,,2.9000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Southern Baltimore City,1243004570,HPSA Population,Primary Care,13,,MD,Withdrawn,03/20/1995,06/25/2019,Unknown,24510250206,Not applicable,06/25/2019,5.2600,24468.0,30.9,4652:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2502.06,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15780,8688,0,M,,3000:1,,2.9000,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME - Carroll County,1242993217,HPSA Population,Primary Care,15, 3,MD,Designated,06/22/2022,06/22/2022,Unknown,24013,Not applicable,,2.4016,26621.0,5.2,11085:1,Medicaid Eligible Population HPSA,Partially Rural,,,,N,"Carroll County, MD",,Region 3,MD,24013,24,Maryland,Carroll,013,1,,,Carroll,,MD,SCTY,Single County,Medicaid Eligible Population HPSA,7205,19416,0,M,,3000:1,,6.4684,D,Hpsa Pop,,24,Maryland,Not Applicable,P,MD,24013,24,Maryland,N,N,06/15/2026,2026/06/15,,24013
ME-West Baltimore City,1242899029,HPSA Population,Primary Care,19,10,MD,Designated,12/26/2018,12/26/2018,Unknown,24510180300,Not applicable,,0.3500,13428.0,41.9,38366:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1803,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,1050,12378,0,M,,3000:1,,4.1300,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Baltimore City,1242899029,HPSA Population,Primary Care,19,10,MD,Designated,12/26/2018,12/26/2018,Unknown,24510200300,Not applicable,,0.3500,13428.0,41.9,38366:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2003,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,1050,12378,0,M,,3000:1,,4.1300,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Baltimore City,1242899029,HPSA Population,Primary Care,19,10,MD,Designated,12/26/2018,12/26/2018,Unknown,24510180200,Not applicable,,0.3500,13428.0,41.9,38366:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1802,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,1050,12378,0,M,,3000:1,,4.1300,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Baltimore City,1242899029,HPSA Population,Primary Care,19,10,MD,Designated,12/26/2018,12/26/2018,Unknown,24510180100,Not applicable,,0.3500,13428.0,41.9,38366:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1801,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,1050,12378,0,M,,3000:1,,4.1300,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Baltimore City,1242899029,HPSA Population,Primary Care,19,10,MD,Designated,12/26/2018,12/26/2018,Unknown,24510200400,Not applicable,,0.3500,13428.0,41.9,38366:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2004,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,1050,12378,0,M,,3000:1,,4.1300,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Baltimore City,1242899029,HPSA Population,Primary Care,19,10,MD,Designated,12/26/2018,12/26/2018,Unknown,24510200500,Not applicable,,0.3500,13428.0,41.9,38366:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2005,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,1050,12378,0,M,,3000:1,,4.1300,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Baltimore City,1242899029,HPSA Population,Primary Care,19,10,MD,Designated,12/26/2018,12/26/2018,Unknown,24510190100,Not applicable,,0.3500,13428.0,41.9,38366:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1901,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,1050,12378,0,M,,3000:1,,4.1300,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Baltimore City,1242899029,HPSA Population,Primary Care,19,10,MD,Designated,12/26/2018,12/26/2018,Unknown,24510190200,Not applicable,,0.3500,13428.0,41.9,38366:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1902,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,1050,12378,0,M,,3000:1,,4.1300,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Baltimore City,1242899029,HPSA Population,Primary Care,19,10,MD,Designated,12/26/2018,12/26/2018,Unknown,24510200200,Not applicable,,0.3500,13428.0,41.9,38366:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2002,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,1050,12378,0,M,,3000:1,,4.1300,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Baltimore City,1242899029,HPSA Population,Primary Care,19,10,MD,Designated,12/26/2018,12/26/2018,Unknown,24510200100,Not applicable,,0.3500,13428.0,41.9,38366:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,2001,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,1050,12378,0,M,,3000:1,,4.1300,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-West Baltimore City,1242899029,HPSA Population,Primary Care,19,10,MD,Designated,12/26/2018,12/26/2018,Unknown,24510190300,Not applicable,,0.3500,13428.0,41.9,38366:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,1903,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,1050,12378,0,M,,3000:1,,4.1300,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
NATIVE AMERICAN LIFELINES OF BALTIMORE,1242794770,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",Primary Care,19,,MD,Withdrawn,10/05/2002,09/18/2020,Unknown,POINT,,09/18/2020,,5880.0,,,,Non-Rural,-76.61715327,39.29236111,,N,"Baltimore City, MD",21201,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,106 Clay St,Baltimore,NATIVE AMERICAN LIFELINES OF BALTIMORE,1242794770,,UNK,Unknown,"Indian Health Service, Tribal Health, and Urban Indian Health Organizations",,,0,,21201-3501,,,,W,ITU,2020/09/18,24,Maryland,,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
ME-Charles County,1242778878,HPSA Population,Primary Care,16, 5,MD,Designated,04/05/2022,04/05/2022,Unknown,24017,Not applicable,,3.4750,38782.0,6.3,11160:1,Medicaid Eligible Population HPSA,Partially Rural,,,,N,"Charles County, MD",,Region 3,MD,24017,24,Maryland,Charles,017,1,,,Charles,,MD,SCTY,Single County,Medicaid Eligible Population HPSA,10425,28357,0,M,,3000:1,,9.4550,D,Hpsa Pop,,24,Maryland,Not Applicable,P,MD,24017,24,Maryland,N,N,06/15/2026,2026/06/15,,24017
LI - East &amp; Southeast Baltimore City,1242623080,HPSA Population,Primary Care,21,18,MD,Designated,05/29/2026,05/29/2026,Unknown,24510260800,Not applicable,,0.5730,27809.0,20.8,48532:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 2608; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,1719,26090,0,LI,,3000:1,,8.6970,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - East &amp; Southeast Baltimore City,1242623080,HPSA Population,Primary Care,21,18,MD,Designated,05/29/2026,05/29/2026,Unknown,24510260301,Not applicable,,0.5730,27809.0,20.8,48532:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 2603.01; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,1719,26090,0,LI,,3000:1,,8.6970,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - East &amp; Southeast Baltimore City,1242623080,HPSA Population,Primary Care,21,18,MD,Designated,05/29/2026,05/29/2026,Unknown,24510260700,Not applicable,,0.5730,27809.0,20.8,48532:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 2607; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,1719,26090,0,LI,,3000:1,,8.6970,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - East &amp; Southeast Baltimore City,1242623080,HPSA Population,Primary Care,21,18,MD,Designated,05/29/2026,05/29/2026,Unknown,24510260403,Not applicable,,0.5730,27809.0,20.8,48532:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 2604.03; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,1719,26090,0,LI,,3000:1,,8.6970,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - East &amp; Southeast Baltimore City,1242623080,HPSA Population,Primary Care,21,18,MD,Designated,05/29/2026,05/29/2026,Unknown,24510260201,Not applicable,,0.5730,27809.0,20.8,48532:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 2602.01; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,1719,26090,0,LI,,3000:1,,8.6970,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - East &amp; Southeast Baltimore City,1242623080,HPSA Population,Primary Care,21,18,MD,Designated,05/29/2026,05/29/2026,Unknown,24510260404,Not applicable,,0.5730,27809.0,20.8,48532:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 2604.04; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,1719,26090,0,LI,,3000:1,,8.6970,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - East &amp; Southeast Baltimore City,1242623080,HPSA Population,Primary Care,21,18,MD,Designated,05/29/2026,05/29/2026,Unknown,24510260302,Not applicable,,0.5730,27809.0,20.8,48532:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 2603.02; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,1719,26090,0,LI,,3000:1,,8.6970,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - East &amp; Southeast Baltimore City,1242623080,HPSA Population,Primary Care,21,18,MD,Designated,05/29/2026,05/29/2026,Unknown,24510260402,Not applicable,,0.5730,27809.0,20.8,48532:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 2604.02; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,1719,26090,0,LI,,3000:1,,8.6970,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - East &amp; Southeast Baltimore City,1242623080,HPSA Population,Primary Care,21,18,MD,Designated,05/29/2026,05/29/2026,Unknown,24510260303,Not applicable,,0.5730,27809.0,20.8,48532:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 2603.03; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,1719,26090,0,LI,,3000:1,,8.6970,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - East &amp; Southeast Baltimore City,1242623080,HPSA Population,Primary Care,21,18,MD,Designated,05/29/2026,05/29/2026,Unknown,24510260101,Not applicable,,0.5730,27809.0,20.8,48532:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 2601.01; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,1719,26090,0,LI,,3000:1,,8.6970,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - East &amp; Southeast Baltimore City,1242623080,HPSA Population,Primary Care,21,18,MD,Designated,05/29/2026,05/29/2026,Unknown,24510260401,Not applicable,,0.5730,27809.0,20.8,48532:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 2604.01; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,1719,26090,0,LI,,3000:1,,8.6970,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - East &amp; Southeast Baltimore City,1242623080,HPSA Population,Primary Care,21,18,MD,Designated,05/29/2026,05/29/2026,Unknown,24510260102,Not applicable,,0.5730,27809.0,20.8,48532:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 2601.02; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,1719,26090,0,LI,,3000:1,,8.6970,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - East &amp; Southeast Baltimore City,1242623080,HPSA Population,Primary Care,21,18,MD,Designated,05/29/2026,05/29/2026,Unknown,24510260202,Not applicable,,0.5730,27809.0,20.8,48532:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 2602.02; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,1719,26090,0,LI,,3000:1,,8.6970,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - East &amp; Southeast Baltimore City,1242623080,HPSA Population,Primary Care,21,18,MD,Designated,05/29/2026,05/29/2026,Unknown,24510260203,Not applicable,,0.5730,27809.0,20.8,48532:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 2602.03; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,1719,26090,0,LI,,3000:1,,8.6970,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - East &amp; Southeast Baltimore City,1242623080,HPSA Population,Primary Care,21,18,MD,Designated,05/29/2026,05/29/2026,Unknown,24510270401,Not applicable,,0.5730,27809.0,20.8,48532:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 2704.01; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,1719,26090,0,LI,,3000:1,,8.6970,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - East &amp; Southeast Baltimore City,1242623080,HPSA Population,Primary Care,21,18,MD,Designated,05/29/2026,05/29/2026,Unknown,24510260501,Not applicable,,0.5730,27809.0,20.8,48532:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 2605.01; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,1719,26090,0,LI,,3000:1,,8.6970,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - East &amp; Southeast Baltimore City,1242623080,HPSA Population,Primary Care,21,18,MD,Designated,05/29/2026,05/29/2026,Unknown,24510270101,Not applicable,,0.5730,27809.0,20.8,48532:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 2701.01; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,1719,26090,0,LI,,3000:1,,8.6970,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - East &amp; Southeast Baltimore City,1242623080,HPSA Population,Primary Care,21,18,MD,Designated,05/29/2026,05/29/2026,Unknown,24510270102,Not applicable,,0.5730,27809.0,20.8,48532:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 2701.02; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,1719,26090,0,LI,,3000:1,,8.6970,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - East &amp; Southeast Baltimore City,1242623080,HPSA Population,Primary Care,21,18,MD,Designated,05/29/2026,05/29/2026,Unknown,24510080101,Not applicable,,0.5730,27809.0,20.8,48532:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 801.01; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,1719,26090,0,LI,,3000:1,,8.6970,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
LI - East &amp; Southeast Baltimore City,1242623080,HPSA Population,Primary Care,21,18,MD,Designated,05/29/2026,05/29/2026,Unknown,24510080102,Not applicable,,0.5730,27809.0,20.8,48532:1,Low Income Population HPSA,Non-Rural,,,,N,"Baltimore City, MD",,Region 3,MD,24510,24,Maryland,Baltimore City,510,1,,,Census Tract 801.02; Baltimore city; Maryland,,MD,CT,Census Tract,Low Income Population HPSA,1719,26090,0,LI,,3000:1,,8.6970,D,Hpsa Pop,,24,Maryland,Not Applicable,N,MD,24510,24,Maryland,N,N,06/15/2026,2026/06/15,,24510
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005420702,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4207.02,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005421102,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4211.02,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005440400,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4404,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005420402,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4204.02,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005452400,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4524,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005451100,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4511,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
Medicaid Eligible - Middle River,1242602523,HPSA Population,Primary Care,9,,MD,Withdrawn,02/24/2011,06/25/2019,Unknown,24005421200,Not applicable,06/25/2019,5.2000,49830.0,12.5,9583:1,Medicaid Eligible Population HPSA,Non-Rural,,,,N,"Baltimore County, MD",,Region 3,MD,24005,24,Maryland,Baltimore,005,1,,,4212,,MD,CT,Census Tract,Medicaid Eligible Population HPSA,15600,34230,0,M,,3000:1,,11.4100,W,Hpsa Pop,2019/06/25,24,Maryland,Not Applicable,N,MD,24005,24,Maryland,N,N,06/15/2026,2026/06/15,,24005
